name,age,gender,relationship_status,region,hair_colour,eye_colour,height(cm)
Lisa Anderson,61,F,Divorced,Europe,Black,Green,176
Kyle Shipman,75,M,Married,Asia,Blonde,Green,160
Luke Stallard,109,M,Married,Oceania,Grey,Green,186
Ryan Shipman,22,M,Divorced,Europe,Grey,Green,166
Robert Smith,39,M,Divorced,South America,Blonde,Blue,171
Phoebe Mcgill,38,F,Single,South America,Blonde,Grey,179
Jeff Lee,25,M,Married,North America,Black,Green,181
Jenny Nguyen,106,F,Divorced,South America,Blonde,Blue,150
Ryan Firth,81,M,Divorced,Europe,Grey,Blue,164
John Jacques,32,M,Married,Asia,Grey,Brown,189
Lucille Stallard,40,F,Single,Africa,Grey,Brown,157
Stan Nguyen,24,M,Married,Asia,Red,Green,163
Jane Mcgill,68,F,Divorced,North America,Grey,Green,166
Alex Marsden,27,M,Married,Asia,Blonde,Blue,161
Sylvia Nguyen,115,F,Married,Africa,Bald,Green,164
Julie Firth,23,F,Single,North America,Black,Green,149
Taylor James,91,F,Divorced,Oceania,Grey,Brown,182
David Walker,62,M,Single,Europe,Red,Green,190
Kyra Mcgill,83,F,Single,Europe,Red,Grey,147
Matthew Baldwin,99,M,Single,Europe,Black,Blue,159
Lucille Baldwin,84,F,Married,South America,Red,Grey,170
Aubrey Mcgill,75,M,Married,Asia,Bald,Blue,183
Robert Shipman,25,M,Single,Europe,Blonde,Grey,168
Adam Hinch,50,M,Married,Oceania,Bald,Brown,169
Taylor Arnold,23,F,Divorced,Asia,Red,Brown,158
David Smith,49,M,Single,Oceania,Blonde,Blue,172
David Marsden,106,M,Married,South America,Bald,Brown,182
Kyle Lee,116,M,Divorced,South America,Red,Grey,187
Kenny Marsden,41,M,Married,North America,Grey,Blue,191
Elisa Shipman,35,F,Divorced,Asia,Grey,Grey,176
Luke Mcgill,51,M,Married,Oceania,Red,Grey,174
Leo Baldwin,31,M,Married,Africa,Grey,Brown,190
Jade Beneke,102,F,Married,North America,Grey,Grey,162
Luke Caine,80,M,Married,Asia,Black,Grey,168
Luke Firth,83,M,Married,North America,Grey,Green,174
Sylvia Potts,109,F,Married,Africa,Red,Grey,145
Jenny Baldwin,43,F,Married,Africa,Red,Green,163
Steven Lee,103,M,Married,South America,Bald,Grey,159
Alex James,72,M,Married,North America,Blonde,Blue,158
Aubrey Clark,67,M,Married,Africa,Grey,Grey,157
James Daniels,29,M,Single,Africa,Black,Brown,167
Daniel Arnold,67,M,Single,Asia,Grey,Blue,189
Elisa Pinkman,84,F,Divorced,Europe,Black,Grey,155
Hollie Gosling,50,F,Married,Africa,Red,Green,170
Steven Walker,55,M,Single,Africa,Red,Brown,195
Jeff Pinkman,75,M,Divorced,South America,Blonde,Blue,178
Matthew Gosling,18,M,Married,North America,Blonde,Green,180
Hayley Pinkman,95,F,Divorced,Oceania,Blonde,Blue,172
Alexa Beneke,57,F,Single,Europe,Red,Green,147
Lisa Lee,60,F,Single,Asia,Blonde,Green,161
Kenny Stallard,99,M,Single,Asia,Black,Brown,168
Hollie Baldwin,56,F,Divorced,Oceania,Black,Grey,167
Taylor Arnold,87,F,Divorced,Asia,Grey,Blue,146
Kenny Beneke,47,M,Married,Europe,Grey,Brown,192
Phoebe Hinch,45,F,Single,Asia,Bald,Brown,175
Aubrey Baldwin,33,M,Married,North America,Red,Grey,164
Lisa Gosling,24,F,Married,South America,Bald,Green,161
Lee Jacques,79,M,Divorced,South America,Grey,Brown,171
Steven Daniels,81,M,Divorced,Asia,Grey,Green,159
Kyle Caine,84,M,Single,North America,Black,Green,192
Lisa Smith,105,F,Single,North America,Red,Green,178
Lucille Stallard,38,F,Divorced,Asia,Bald,Blue,165
Daniel Marsden,71,M,Divorced,Africa,Black,Green,176
Jeff Firth,60,M,Single,Asia,Grey,Brown,170
Jade Anderson,52,F,Married,Asia,Blonde,Green,154
Lucille Gosling,71,F,Single,Oceania,Blonde,Green,188
Steven Lee,74,M,Single,Oceania,Grey,Green,172
Laura Potts,104,F,Single,North America,Bald,Green,157
Kenny Hinch,35,M,Married,Europe,Black,Grey,183
Lee Jacques,78,M,Single,Europe,Black,Grey,162
Ben Walker,103,M,Single,Europe,Bald,Brown,171
Laura Anderson,54,F,Single,Asia,Black,Green,142
Beth Brown,88,F,Divorced,Oceania,Bald,Brown,146
Jane Potts,83,F,Divorced,Africa,Red,Blue,176
Daniel Daniels,58,M,Divorced,Asia,Black,Green,163
Reena Clark,95,F,Single,Asia,Grey,Green,167
David James,48,M,Divorced,Asia,Bald,Brown,184
Ben Shipman,106,M,Single,Oceania,Black,Green,181
Karen Baldwin,77,F,Divorced,South America,Black,Brown,164
Lucille Marsden,59,F,Divorced,North America,Red,Brown,163
Taylor Jacques,26,F,Single,North America,Bald,Green,143
Fiona Walker,82,F,Married,Asia,Blonde,Brown,186
Eric Shipman,104,M,Single,Africa,Red,Green,163
Jade Hinch,20,F,Married,North America,Blonde,Blue,163
Alex Smith,67,M,Single,Asia,Black,Grey,170
Laura Arnold,35,F,Divorced,Oceania,Grey,Green,171
Jade Mcgill,78,F,Single,Asia,Red,Grey,142
Matthew Nguyen,29,M,Divorced,Europe,Blonde,Grey,169
Lisa Hufford,34,F,Divorced,Europe,Bald,Brown,185
Alexa Nguyen,57,F,Divorced,Asia,Black,Green,188
Anthony Clark,48,M,Divorced,Africa,Bald,Blue,177
Steven Caine,53,M,Single,Africa,Black,Grey,175
Taylor Firth,106,F,Single,South America,Red,Brown,179
Jane Lee,58,F,Single,Europe,Bald,Blue,168
Lewis Anderson,93,M,Married,Oceania,Red,Green,157
Ella Potts,54,F,Married,South America,Grey,Brown,146
Jane Potts,90,F,Married,North America,Grey,Green,144
Ben Nguyen,47,M,Single,South America,Grey,Brown,177
Daniel Firth,91,M,Single,Europe,Grey,Grey,181
Karen Shipman,104,F,Divorced,Europe,Grey,Green,166
Lisa Caine,110,F,Married,Asia,Red,Brown,182
Rebecca Stallard,53,F,Divorced,Oceania,Grey,Blue,153
Allison Brown,111,F,Married,South America,Bald,Green,151
Lisa Hinch,66,F,Divorced,Oceania,Blonde,Green,142
Steven Walker,34,M,Divorced,North America,Blonde,Brown,161
Betty Firth,109,F,Divorced,Africa,Grey,Grey,176
Rebecca Daniels,110,F,Single,Africa,Bald,Blue,182
Allison Nguyen,83,F,Divorced,Africa,Red,Grey,145
Allison James,16,F,Divorced,North America,Red,Blue,156
Hollie Walker,33,F,Divorced,North America,Grey,Grey,150
Lewis Caine,92,M,Married,Asia,Red,Grey,158
Laura Firth,29,F,Single,Asia,Black,Green,181
Ken Hufford,94,M,Single,Africa,Black,Grey,183
Allison Mcgill,82,F,Divorced,Oceania,Bald,Brown,167
Elisa Shipman,18,F,Married,South America,Grey,Brown,155
Betty Lee,33,F,Married,Africa,Bald,Grey,172
Eric White,60,M,Married,North America,Blonde,Brown,163
Anthony Hinch,76,M,Divorced,South America,Black,Brown,172
David Baldwin,38,M,Divorced,South America,Black,Grey,172
Ken Mcgill,83,M,Divorced,North America,Bald,Green,185
Kyra Shipman,99,F,Divorced,South America,Red,Grey,142
Taylor Beneke,32,F,Single,Europe,Red,Grey,145
Ryan Arnold,108,M,Single,Europe,Blonde,Grey,160
Betty Caine,97,F,Single,Oceania,Blonde,Green,172
Jenny Nguyen,25,F,Divorced,Africa,Blonde,Green,170
Jeff Pinkman,80,M,Divorced,Europe,Red,Brown,178
Taylor Gosling,113,F,Single,South America,Black,Green,150
Phoebe Lee,31,F,Married,Africa,Red,Green,185
Karen Lee,56,F,Divorced,Europe,Blonde,Blue,158
Fiona Marsden,24,F,Divorced,North America,Bald,Blue,160
Ethan Potts,28,M,Married,South America,Blonde,Brown,182
Ryan Nguyen,105,M,Married,Asia,Blonde,Blue,177
Adam Stallard,76,M,Single,Africa,Black,Brown,171
Steven Gosling,105,M,Divorced,Africa,Blonde,Brown,172
Ethan Jacques,25,M,Married,North America,Grey,Grey,173
Beth Walker,68,F,Married,North America,Red,Grey,179
Rebecca Daniels,37,F,Single,Oceania,Black,Green,159
Fiona Caine,16,F,Divorced,North America,Blonde,Blue,146
Eric Potts,85,M,Divorced,Africa,Bald,Blue,158
Jeff White,61,M,Married,Oceania,Black,Blue,170
Jane Pinkman,29,F,Divorced,Europe,Red,Blue,182
John Lee,69,M,Single,North America,Black,Brown,158
Hollie Lee,87,F,Married,Oceania,Bald,Grey,165
Ella Lee,105,F,Married,Asia,Blonde,Green,157
Hayley Mcgill,37,F,Divorced,Africa,Bald,Grey,145
Ronald Mcgill,55,M,Divorced,Europe,Blonde,Grey,180
Ryan Clark,18,/,Single,South America,Bald,Brown,145
Alexa Clark,115,F,Married,Europe,Blonde,Brown,186
Julie Hufford,95,F,Married,North America,Black,Blue,178
Leo Gosling,82,M,Married,Europe,Blonde,Green,171
Stan Clark,89,M,Single,South America,Blonde,Brown,170
David Shipman,37,M,Single,North America,Black,Blue,166
Ken Smith,32,M,Divorced,Asia,Bald,Brown,178
Matthew Anderson,84,M,Married,Oceania,Grey,Brown,193
Matthew Marsden,65,M,Married,Asia,Blonde,Brown,165
Matthew Potts,82,M,Divorced,Asia,Grey,Green,177
Kyle Clark,36,M,Divorced,Oceania,Black,Green,177
Adam White,32,M,Divorced,North America,Red,Grey,161
Aubrey Lee,34,M,Married,South America,Blonde,Brown,165
Leo Marsden,114,M,Divorced,Africa,Blonde,Green,157
Stan Jacques,45,M,Divorced,North America,Grey,Brown,189
Jenny Firth,33,F,Single,Asia,Black,Green,186
Ben Walker,74,M,Married,South America,Grey,Brown,180
Laura Pinkman,100,F,Single,Europe,Black,Blue,187
Laura Shipman,71,F,Married,Europe,Black,Blue,152
Betty Caine,112,F,Divorced,Africa,Bald,Blue,184
Hollie Lee,22,F,Divorced,Asia,Bald,Green,155
Jane Jacques,116,F,Married,Europe,Bald,Blue,148
Hollie Firth,54,F,Divorced,Africa,Bald,Grey,167
Ella Smith,76,F,Divorced,Europe,Blonde,Brown,153
Beth Potts,70,F,Married,Oceania,Bald,Grey,163
Jade Daniels,88,F,Divorced,South America,Red,Blue,185
Alex Caine,103,M,Single,Africa,Black,Green,160
James Daniels,76,M,Divorced,Asia,Bald,Blue,181
Hayley Walker,81,F,Single,South America,Grey,Grey,171
Lisa Nguyen,80,F,Married,Europe,Grey,Blue,164
Karen Shipman,95,F,Married,Oceania,Bald,Grey,155
Aubrey Mcgill,100,M,Married,North America,Grey,Brown,196
Adam Mcgill,107,M,Married,Oceania,Grey,Grey,196
Matthew Brown,82,M,Divorced,Africa,Red,Brown,192
Karen Hinch,74,F,Single,Oceania,Bald,Green,152
Fiona Gosling,30,F,Divorced,Asia,Red,Brown,159
Ben Beneke,101,M,Divorced,Europe,Bald,Green,180
Steven James,43,M,Divorced,Europe,Red,Blue,173
Luke Firth,86,M,Married,Asia,Red,Grey,167
Jeff Daniels,18,M,Married,Europe,Grey,Brown,192
Adam James,107,M,Married,Oceania,Bald,Brown,191
Jade Caine,25,F,Married,South America,Red,Brown,175
Karen Brown,36,F,Divorced,Oceania,Grey,Grey,159
Jeff Arnold,40,M,Divorced,South America,Black,Blue,187
Ella Caine,30,F,Divorced,Europe,Red,Brown,166
Sylvia Jacques,53,F,Married,Oceania,Black,Green,179
Robert Potts,101,M,Married,South America,Blonde,Brown,188
Ryan Gosling,41,M,Single,Asia,Grey,Brown,184
Kenny Baldwin,69,M,Divorced,South America,Blonde,Grey,165
Beth White,116,F,Married,Asia,Red,Brown,157
Jade Hufford,116,F,Divorced,Asia,Bald,Green,173
Karen Smith,62,F,Married,Africa,Black,Brown,184
Ella Anderson,44,F,Single,South America,Blonde,Brown,181
Elisa Firth,21,F,Divorced,Oceania,Black,Green,171
Eric Potts,61,M,Divorced,Oceania,Grey,Green,187
Lisa Firth,57,F,Married,North America,Grey,Brown,172
Leo Clark,40,M,Married,North America,Bald,Green,163
Steven Shipman,60,M,Single,Europe,Grey,Green,159
David Stallard,101,M,Single,Asia,Black,Grey,173
Rebecca Firth,91,F,Divorced,South America,Bald,Blue,170
Eric White,65,M,Divorced,Africa,Black,Blue,177
Robert James,49,M,Divorced,South America,Bald,Brown,188
Leo White,106,M,Divorced,South America,Blonde,Green,185
Robert Pinkman,35,M,Married,Europe,Red,Green,168
Sylvia Shipman,115,F,Divorced,South America,Blonde,Green,160
Ethan White,113,M,Single,Europe,Red,Blue,189
Ethan Nguyen,105,M,Divorced,Africa,Black,Grey,167
Daniel Potts,96,M,Married,South America,Bald,Green,157
Robert Shipman,17,M,Married,South America,Grey,Grey,194
Aubrey James,19,M,Divorced,South America,Grey,Green,168
Aubrey Jacques,56,M,Single,South America,Black,Green,160
Luke Mcgill,51,M,Divorced,South America,Bald,Blue,195
Jeff Clark,56,M,Divorced,Europe,Bald,Blue,161
Rebecca James,108,F,Single,Europe,Bald,Grey,166
Sylvia Daniels,110,F,Divorced,Oceania,Black,Brown,162
John Daniels,104,M,Divorced,Asia,Grey,Blue,160
Aubrey Baldwin,97,M,Single,Europe,Red,Green,192
Alex Nguyen,27,M,Married,North America,Black,Brown,168
Rebecca Marsden,112,F,Single,Africa,Black,Grey,166
Jade Jacques,82,F,Single,North America,Grey,Brown,178
Kyra White,58,F,Married,North America,Bald,Blue,183
Laura Arnold,19,F,Divorced,North America,Red,Grey,145
Robert Potts,24,M,Single,South America,Red,Blue,165
Jade Gosling,22,F,Married,Africa,Red,Blue,166
Hollie Potts,107,F,Single,South America,Blonde,Grey,178
Adam Marsden,116,M,Divorced,Oceania,Bald,Grey,181
Ella Stallard,97,F,Single,South America,Grey,Brown,186
Luke Clark,94,M,Divorced,Africa,Grey,Green,174
Ronald White,18,M,Divorced,Africa,Grey,Green,189
Kyle Caine,97,M,Married,Africa,Blonde,Blue,185
Lewis Nguyen,109,M,Single,North America,Blonde,Brown,162
Lee Daniels,94,M,Single,Africa,Black,Green,166
James Smith,33,M,Single,Asia,Bald,Brown,195
Ben White,108,M,Divorced,South America,Red,Green,182
Alexa Pinkman,90,F,Divorced,Oceania,Grey,Green,168
Jade James,97,F,Married,Africa,Grey,Green,143
Rebecca Hufford,74,F,Single,Africa,Red,Grey,171
Kyra Caine,44,F,Married,Oceania,Blonde,Grey,163
Jenny White,46,F,Married,South America,Blonde,Grey,148
Phoebe Marsden,29,F,Single,Oceania,Red,Brown,186
Fiona Hinch,31,F,Divorced,Oceania,Blonde,Brown,162
Lisa Caine,115,F,Single,North America,Bald,Brown,143
Laura White,20,F,Single,North America,Black,Grey,173
Fiona Anderson,105,F,Married,Asia,Blonde,Green,150
Rebecca Walker,95,F,Divorced,Africa,Red,Green,159
Elisa Marsden,48,F,Married,South America,Red,Green,166
Sylvia Nguyen,63,F,Divorced,Oceania,Black,Green,143
Phoebe Shipman,19,F,Divorced,Africa,Blonde,Brown,151
Matthew Daniels,79,M,Divorced,Asia,Black,Green,184
John Hufford,46,M,Divorced,Asia,Grey,Grey,176
Hollie Arnold,41,F,Single,Asia,Grey,Brown,178
Sylvia Marsden,87,F,Married,South America,Blonde,Blue,146
Karen Jacques,107,F,Single,Asia,Black,Brown,151
Rebecca Smith,27,F,Single,Oceania,Black,Blue,179
Betty Beneke,35,F,Single,North America,Bald,Blue,175
Alex Arnold,91,M,Single,Europe,Bald,Brown,160
Robert Caine,88,M,Single,Europe,Black,Green,191
Lewis Pinkman,91,M,Single,South America,Bald,Grey,174
Lewis James,29,M,Married,Oceania,Bald,Blue,157
Rebecca Beneke,64,F,Divorced,Europe,Red,Green,157
David Gosling,105,M,Divorced,South America,Bald,Green,159
Ronald Mcgill,22,M,Married,Africa,Grey,Brown,174
Robert Marsden,41,M,Married,Africa,Black,Green,178
Kyra Firth,34,F,Single,Oceania,Grey,Green,145
Kyra Clark,46,F,Divorced,North America,Grey,Blue,187
Anthony Stallard,58,M,Married,Oceania,Bald,Brown,189
Ryan Clark,66,M,Married,North America,Blonde,Grey,164
Sylvia Walker,67,F,Married,Europe,Bald,Grey,159
Lucille Marsden,19,F,Married,Europe,Red,Green,171
Ronald Shipman,20,M,Divorced,Africa,Blonde,Green,192
Kenny Jacques,85,M,Divorced,Europe,Bald,Blue,167
Robert Lee,107,M,Married,Africa,Grey,Green,183
Alex Firth,56,M,Single,Europe,Red,Brown,157
Lisa Potts,82,F,Single,Oceania,Grey,Brown,152
Ella James,95,F,Single,Europe,Black,Grey,174
Daniel James,90,M,Divorced,Africa,Red,Grey,163
Aubrey Lee,70,M,Divorced,Asia,Blonde,Green,192
Jeff Jacques,38,M,Single,Africa,Blonde,Blue,168
Hayley Walker,20,F,Married,North America,Bald,Blue,155
Matthew James,60,M,Divorced,Africa,Blonde,Blue,184
Ethan Brown,84,M,Single,North America,Black,Brown,159
John Gosling,70,M,Single,North America,Red,Green,189
Ethan Shipman,35,M,Divorced,Oceania,Blonde,Brown,181
Lucille Daniels,41,F,Divorced,Oceania,Grey,Green,160
Lee Baldwin,79,M,Single,Europe,Black,Blue,175
Steven Hinch,39,/,Married,Africa,Bald,Grey,175
Stan Smith,28,M,Single,Europe,Black,Green,188
Jess Firth,102,F,Divorced,Asia,Bald,Brown,150
Rebecca Pinkman,41,F,Single,Europe,Red,Grey,172
Lee Nguyen,61,M,Single,Asia,Blonde,Grey,165
Lewis Caine,42,M,Married,Africa,Black,Green,196
Taylor Shipman,55,F,Single,Oceania,Black,Blue,146
Sylvia Brown,41,F,Married,North America,Red,Grey,157
Elisa Walker,92,F,Single,North America,Blonde,Grey,187
Kyle Brown,77,M,Married,South America,Black,Grey,191
Jane Hufford,73,F,Married,South America,Grey,Green,142
Sylvia Daniels,58,F,Divorced,South America,Bald,Grey,184
Jenny Beneke,111,F,Divorced,Oceania,Blonde,Blue,158
Jenny Anderson,81,F,Divorced,Europe,Bald,Green,172
Kyra James,59,F,Divorced,South America,Grey,Green,149
Kyle Daniels,48,M,Divorced,Oceania,Red,Blue,183
Leo Daniels,98,M,Single,Africa,Black,Blue,177
Laura Walker,96,F,Married,Oceania,Red,Brown,178
John James,90,M,Married,Oceania,Bald,Green,165
Ella Nguyen,32,F,Married,Europe,Red,Brown,143
Hayley Daniels,102,F,Married,South America,Grey,Grey,184
Jane Pinkman,111,F,Divorced,Europe,Bald,Grey,167
Anthony Arnold,22,M,Single,Africa,Bald,Blue,169
James Hufford,49,M,Single,Asia,Red,Green,158
Fiona Nguyen,73,F,Married,North America,Bald,Green,170
Kyle Baldwin,112,M,Married,Asia,Grey,Blue,161
Lewis Stallard,18,M,Single,Asia,Blonde,Green,183
Laura Baldwin,89,F,Single,Oceania,Grey,Brown,164
Leo Hufford,102,M,Divorced,Europe,Black,Blue,191
Robert Arnold,71,M,Single,Africa,Red,Blue,182
Daniel Gosling,89,M,Single,South America,Grey,Blue,192
Jess Clark,26,F,Divorced,Africa,Black,Green,184
Adam Arnold,60,M,Divorced,Asia,Blonde,Blue,179
Hayley Lee,40,F,Single,North America,Grey,Brown,158
Eric Smith,72,M,Single,Asia,Bald,Grey,196
Reena Potts,21,F,Married,Oceania,Blonde,Blue,174
Jeff Firth,44,M,Married,Asia,Blonde,Grey,178
Aubrey Smith,50,M,Single,South America,Blonde,Brown,175
Adam Jacques,50,M,Single,Europe,Grey,Blue,164
Lisa Shipman,46,F,Married,Asia,Grey,Green,183
Jenny Nguyen,86,F,Single,South America,Red,Green,184
Kyle Pinkman,52,M,Married,South America,Red,Blue,166
Ethan Brown,87,M,Divorced,North America,Bald,Grey,190
Steven Beneke,38,M,Single,Oceania,Black,Blue,169
Beth Clark,23,F,Married,South America,Red,Brown,146
Luke James,58,M,Married,Europe,Blonde,Brown,174
Aubrey Smith,93,M,Married,Africa,Blonde,Green,172
John Beneke,91,M,Married,North America,Black,Grey,186
Jess Arnold,70,F,Divorced,North America,Blonde,Blue,146
Ronald Daniels,53,M,Divorced,South America,Red,Brown,191
Steven Walker,87,M,Divorced,Europe,Grey,Grey,176
Jenny White,77,F,Single,Asia,Black,Blue,185
Julie Baldwin,100,F,Single,South America,Blonde,Blue,169
Matthew White,66,M,Divorced,South America,Grey,Brown,161
Ryan Jacques,20,M,Single,North America,Blonde,Grey,171
Jade Potts,42,F,Married,South America,Red,Blue,188
Jeff Beneke,30,M,Single,Asia,Grey,Blue,178
Anthony Jacques,68,M,Divorced,Asia,Grey,Grey,195
Julie Stallard,82,F,Married,Oceania,Blonde,Brown,147
Phoebe Smith,85,F,Married,Europe,Grey,Blue,153
Ronald Gosling,109,M,Married,North America,Blonde,Grey,181
Jenny James,105,F,Married,Africa,Black,Green,169
Steven Hinch,108,M,Married,Asia,Black,Brown,158
Hayley James,90,F,Single,Africa,Black,Grey,181
Ronald Beneke,105,M,Divorced,Africa,Blonde,Green,189
Allison Firth,91,F,Divorced,Oceania,Bald,Grey,170
Phoebe Daniels,77,F,Married,Africa,Bald,Grey,147
Steven Baldwin,37,M,Divorced,Asia,Red,Green,188
Leo Shipman,26,M,Single,North America,Grey,Blue,157
Steven Firth,34,M,Single,Oceania,Blonde,Blue,172
Ryan Smith,85,M,Single,Africa,Red,Grey,186
Sylvia Jacques,94,F,Married,North America,Black,Brown,183
Jess Hinch,51,F,Married,Europe,Black,Brown,181
Reena Stallard,78,F,Single,Africa,Black,Brown,188
Karen Pinkman,49,F,Single,Asia,Blonde,Grey,175
Phoebe Daniels,60,F,Divorced,Europe,Bald,Blue,149
Sylvia Hinch,113,F,Divorced,Africa,Blonde,Grey,148
Adam Walker,107,M,Married,Africa,Blonde,Brown,175
Aubrey Baldwin,73,M,Single,Europe,Grey,Blue,163
Leo Lee,81,M,Single,South America,Black,Grey,177
Lucille Beneke,47,F,Divorced,South America,Black,Brown,185
Lee Nguyen,56,M,Divorced,Africa,Grey,Grey,174
Aubrey James,30,M,Single,South America,Bald,Grey,188
Steven Daniels,67,M,Single,North America,Bald,Green,181
Alexa Marsden,60,F,Single,Europe,Grey,Grey,143
John Beneke,63,M,Divorced,Asia,Bald,Green,181
Beth Hinch,98,F,Single,Oceania,Red,Blue,158
Lucille Caine,91,F,Divorced,South America,Bald,Grey,167
Ben James,71,M,Single,Africa,Grey,Brown,189
Anthony Anderson,79,M,Divorced,North America,Grey,Grey,181
Beth Lee,21,F,Single,North America,Blonde,Green,151
Allison Anderson,49,F,Divorced,Africa,Grey,Green,158
Elisa Shipman,101,F,Single,North America,Grey,Grey,181
Steven Walker,34,M,Married,Africa,Blonde,Green,157
Ethan Walker,20,M,Married,Oceania,Grey,Grey,175
Leo Gosling,79,M,Divorced,Asia,Black,Blue,190
Ryan Clark,56,M,Divorced,South America,Blonde,Grey,175
Ken White,23,M,Single,Africa,Blonde,Grey,172
Beth Firth,64,F,Single,Europe,Bald,Brown,183
Alexa Gosling,75,F,Married,Europe,Grey,Grey,179
Alex Hufford,37,M,Single,Europe,Bald,Brown,159
Ella Hufford,87,F,Divorced,Africa,Red,Brown,184
Robert Lee,39,M,Single,Africa,Black,Green,186
Sylvia Nguyen,21,F,Married,Africa,Grey,Grey,157
Alex Walker,36,M,Married,Oceania,Bald,Blue,191
Daniel Daniels,47,M,Married,Africa,Blonde,Green,160
Daniel Anderson,67,M,Single,South America,Red,Brown,161
Kyle Hufford,82,M,Divorced,Oceania,Bald,Grey,167
Jackie Caine,50,F,Single,South America,Bald,Grey,164
Jess Marsden,62,F,Single,Africa,Blonde,Brown,142
Eric Potts,107,M,Single,Asia,Grey,Green,160
Jane Clark,105,F,Married,Asia,Black,Green,188
Hayley Clark,76,F,Single,Europe,Red,Blue,182
Jackie Walker,96,F,Married,Africa,Bald,Green,153
Matthew Pinkman,29,M,Divorced,Europe,Grey,Green,163
Kyra Firth,92,F,Single,South America,Black,Brown,147
Ben Jacques,33,M,Single,Oceania,Red,Blue,165
Robert Jacques,33,M,Married,Africa,Bald,Grey,180
Jeff James,110,M,Divorced,Oceania,Black,Brown,175
Alex Anderson,102,M,Married,Europe,Grey,Blue,179
Stan Marsden,63,M,Single,Asia,Bald,Grey,159
Leo Shipman,72,M,Married,North America,Grey,Green,174
Fiona James,80,F,Married,South America,Grey,Green,153
Lee Lee,68,M,Married,Africa,Red,Grey,180
Phoebe Arnold,108,F,Divorced,Oceania,Red,Green,177
Jenny Beneke,45,F,Single,South America,Black,Grey,153
Allison Hufford,77,F,Divorced,North America,Grey,Blue,167
Ethan Smith,54,M,Divorced,Oceania,Bald,Green,180
Lewis Pinkman,89,M,Single,Oceania,Black,Brown,194
Jade Brown,83,F,Single,Asia,Blonde,Brown,170
